Machine_ID,Fail_possibility,Failure Type,failure_probability
L48008,37.2,No Failure,0.25
L48009,34.5,No Failure,0.14
L48010,35,No Failure,0.16
M15691,42.3,No Failure,0.23
L48012,38.6,No Failure,0.28
L48013,28,No Failure,0.31
H30248,50.2,No Failure,0.07
M15695,32.5,No Failure,0.37
L48016,45.1,No Failure,0.25
L48017,47.8,No Failure,0.05
H30252,41.5,No Failure,0.16
M15699,43.5,No Failure,0.27
L48020,37.9,No Failure,0.3
L48021,45.5,No Failure,0.15
M15702,35,No Failure,0.17
L48023,42.7,No Failure,0.18
L48024,35.1,No Failure,0.25
L48025,41.5,No Failure,0.18
M15706,50,No Failure,0.37
L48027,5.6,Power Failure,0.13
L48028,47.1,No Failure,0.33
H30263,35.5,No Failure,0.03
L48030,31.4,No Failure,0.22
M15711,48.6,No Failure,0.13
M15712,49.5,No Failure,0.04
L48033,49,No Failure,0.09
M15714,41.6,No Failure,0.12
L48035,30.8,No Failure,0.04
L48036,22.7,No Failure,0.16
M15717,53.3,No Failure,0.16
M15718,37.6,No Failure,0.32
H30273,40.6,No Failure,0.18
H30274,32.6,No Failure,0.28
M15721,23.3,No Failure,0.19
H30276,31,No Failure,0.17
L48043,44.2,No Failure,0.3
M15724,22.3,No Failure,0.02
L48045,50.2,No Failure,0.15
L48046,26.7,No Failure,0.33
H30281,33.2,No Failure,0.05
M15728,37.7,No Failure,0.02
L48049,49.2,No Failure,0.08
L48050,56.2,No Failure,0.2
L48051,53.2,No Failure,0.16
M15732,51.7,No Failure,0.2
L48053,21.7,No Failure,0.09
L48054,28.5,No Failure,0.09
M15735,45.5,No Failure,0.06
L48056,22.4,No Failure,0.25
M15737,33.6,No Failure,0.18
M15738,34.9,No Failure,0
L48059,54.6,No Failure,0.13
M15740,76.2,Power Failure,0.05
L48061,46.2,No Failure,0.04
M15742,25.9,No Failure,0.07
L48063,34.3,No Failure,0.12
L48064,48,No Failure,0.21
L48065,52,No Failure,0.17
L48066,40.6,No Failure,0.27
H30301,16.5,No Failure,0.06
M15748,28.1,No Failure,0.03
L48069,46.2,No Failure,0.07
L48070,52.4,No Failure,0.16
L48071,47.9,No Failure,0.37
L48072,54.4,No Failure,0.12
M15753,42.5,No Failure,0.17
L48074,48.6,No Failure,0.06
M15755,51.6,No Failure,0.22
L48076,35.1,No Failure,0.2
L48077,31.2,No Failure,0.2
L48078,49.9,No Failure,0.09
H30313,55.3,No Failure,0.25
L48080,35.1,No Failure,0.03
H30315,62.3,No Failure,0.18
L48082,48.7,No Failure,0.02
L48083,14.6,Power Failure,0.19
H30318,49.8,No Failure,0.17
L48085,41.2,No Failure,0.31
M15766,49.2,No Failure,0.17
M15767,29,No Failure,0.09
M15768,24.3,No Failure,0.32
L48089,39.2,No Failure,0.22
L48090,35.9,No Failure,0.18
M15771,42.7,No Failure,0.04
L48092,40.4,No Failure,0.26
L48093,29.5,No Failure,0.08
M15774,40.6,No Failure,0.24
M15775,38.2,No Failure,0.03
M15776,36.2,No Failure,0.21
L48097,51,No Failure,0.07
M15778,38.5,No Failure,1.33
L48099,50.7,No Failure,0.09
M15780,44.1,No Failure,0.14
H30335,37.2,No Failure,0.1
M15782,52.4,No Failure,0.12
M15783,45.3,No Failure,0.06
L48104,27.6,No Failure,0.08
H30339,30.9,No Failure,0.02
L48106,55.6,Overstrain Failure,0.1
H30341,52.4,No Failure,0.04
L48108,21.9,No Failure,0.49
L48109,51.1,No Failure,0.29
M15790,47.3,No Failure,0.24
L48111,36.2,No Failure,0.15
L48112,50,No Failure,0.12
L48113,37.2,No Failure,0.16
M15794,50.8,No Failure,0.11
M15795,36.6,No Failure,0.03
M15796,46.2,No Failure,0.2
L48117,61.8,No Failure,0.06
L48118,25.8,No Failure,0.03
L48119,40.7,No Failure,0.23
L48120,48.9,No Failure,0.33
L48121,28.2,No Failure,0.18
M15802,44.3,No Failure,0.25
M15803,45,No Failure,0
M15804,28.5,No Failure,0.03
M15805,50.4,No Failure,0.23
L48126,54.8,No Failure,0.07
L48127,44.5,No Failure,0.28
M15808,45.5,No Failure,0.02
L48129,32.7,No Failure,0.17
L48130,42.5,No Failure,0.05
H30365,35.8,No Failure,0.09
L48132,48.9,No Failure,0.12
L48133,32.8,No Failure,0.02
H30368,42.5,No Failure,0
L48135,20.9,No Failure,0.09
H30370,32.2,No Failure,0.03
M15817,40.1,No Failure,0.31
L48138,47.6,No Failure,0.18
L48139,35.2,No Failure,0.08
L48140,37.9,No Failure,0.04
L48141,40.5,No Failure,0.23
M15822,43.2,No Failure,0.77
L48143,31.6,No Failure,0.07
L48144,26.2,No Failure,0.13
L48145,46.5,No Failure,0.16
M15826,32.2,No Failure,0.12
M15827,38.6,No Failure,0.27
L48148,40.9,No Failure,0.06
L48149,41,No Failure,0.34
L48150,35.1,No Failure,0.14
L48151,41.1,No Failure,0.24
L48152,35.2,No Failure,0.03
L48153,30.4,No Failure,0.08
L48154,35.2,No Failure,0.36
M15835,36.8,No Failure,0.14
M15836,51.3,No Failure,0.33
L48157,21,No Failure,0.19
M15838,42.3,No Failure,0.13
L48159,53.3,No Failure,0.16
L48160,42.8,No Failure,0.16
L48161,31.1,No Failure,0.08
L48162,39.1,No Failure,0.15
L48163,34.9,No Failure,0.12
L48164,48.6,No Failure,0.04
L48165,25.3,No Failure,0.06
H30400,32.5,No Failure,0.24
M15847,33.8,No Failure,0.04
H30402,25.9,No Failure,0.07
M15849,18.3,No Failure,0.16
L48170,48.3,No Failure,0.06
M15851,42,No Failure,0.07
L48172,35.7,No Failure,0.02
M15853,36,No Failure,0.22
M15854,63.4,No Failure,0.07
L48175,35.8,No Failure,0.22
M15856,51.1,No Failure,0.31
M15857,45.9,No Failure,0.17
M15858,19.4,No Failure,0.03
L48179,33.2,No Failure,0.16
L48180,29.6,No Failure,0.29
L48181,32.9,No Failure,0.32
L48182,35,No Failure,0.26
L48183,46.7,No Failure,0.04
H30418,42,No Failure,0.24
L48185,52,No Failure,0.07
L48186,53.4,No Failure,0.27
M15867,31.1,No Failure,0.18
L48188,41.7,No Failure,0.01
M15869,44,No Failure,0.27
M15870,34.8,No Failure,0.02
M15871,42.8,No Failure,0.18
M15872,38.5,No Failure,0.22
M15873,29.7,No Failure,0.03
L48194,41.8,No Failure,0.1
L48195,43.6,No Failure,0.17
M15876,68.3,Power Failure,0.25
L48197,31.6,No Failure,0.16
L48198,58.6,No Failure,0.14
L48199,52.7,No Failure,0.16
L48200,57.7,No Failure,0.01
M15881,42.5,No Failure,0.04
L48202,36.5,No Failure,0.3
L48203,24.3,No Failure,0.27
L48204,29.9,No Failure,0.27
L48205,37,No Failure,0.22
L48206,36.8,No Failure,0.26
M15887,50.5,No Failure,0.05
L48208,39.9,No Failure,0.07
M15889,35.2,No Failure,0.14
L48210,28.4,No Failure,0.08
L48211,36.1,No Failure,0.14
L48212,34,No Failure,0.22
H30447,38,No Failure,0.27
M15894,19.1,No Failure,0.28
L48215,48.4,No Failure,0.94
M15896,31.4,No Failure,0.19
H30451,35.1,No Failure,0.33
L48218,41.1,No Failure,0.08
L48219,36.8,No Failure,0.15
L48220,43.9,No Failure,0.25
L48221,25.1,No Failure,0.12
L48222,37.4,No Failure,0.08
L48223,45.2,No Failure,0.15
L48224,43.6,No Failure,0.18
H30459,52.8,No Failure,0.07
L48226,47.8,No Failure,0
M15907,52.6,No Failure,0.06
L48228,33.5,No Failure,0.12
L48229,44.2,No Failure,0.26
L48230,28.8,No Failure,1.23
L48231,37.7,No Failure,0.15
L48232,23.9,No Failure,0.09
M15913,32.1,No Failure,0.08
H30468,30.5,No Failure,0.01
L48235,39.4,No Failure,0.19
L48236,39.5,No Failure,0.23
L48237,36.4,No Failure,0.1
L48238,31.3,No Failure,0.15
M15919,21.3,No Failure,0.25
H30474,53.8,No Failure,0.14
L48241,50.1,No Failure,0.11
L48242,49,No Failure,0.22
M15923,32.8,No Failure,0.13
M15924,44.3,No Failure,0.02
L48245,25.2,No Failure,0.07
M15926,40.3,No Failure,0.08
L48247,45.7,No Failure,0.18
L48248,47.7,No Failure,0.05
M15929,24.6,No Failure,0.19
M15930,37.2,No Failure,0.06
L48251,49.1,No Failure,0.3
M15932,46.2,No Failure,0.32
L48253,47.5,No Failure,0.22
L48254,31.7,No Failure,0.04
H30489,54.5,No Failure,0.15
L48256,35.9,No Failure,0.03
L48257,36.5,No Failure,0.1
H30492,30.8,No Failure,0
L48259,28.5,No Failure,0.14
L48260,28,No Failure,0.17
L48261,40.2,No Failure,0.06
H30496,39.8,No Failure,0.17
L48263,32.3,No Failure,0.22
M15944,47.1,No Failure,0.2
L48265,56.4,Overstrain Failure,0.04
L48266,49,No Failure,0.26
H30501,35.8,Tool Wear Failure,0.15
M15948,43.9,No Failure,0.06
M15949,17.5,No Failure,0.04
L48270,41.4,No Failure,0.07
L48271,46.4,No Failure,0.1
M15952,32,No Failure,0.19
M15953,39.2,No Failure,0.07
L48274,44.4,No Failure,0.22
L48275,9.3,Power Failure,0.23
L48276,35.8,No Failure,0.14
H30511,48.3,No Failure,0.26
M15958,37.9,No Failure,0.3
M15959,43.9,No Failure,0.04
H30514,30,No Failure,0.2
H30515,33.6,No Failure,0.14
L48282,54.8,No Failure,0.21
M15963,38.7,No Failure,0.18
L48284,42.7,No Failure,0.22
M15965,27,No Failure,0.04
L48286,38.6,No Failure,0.02
M15967,42.1,No Failure,0.05
L48288,45.8,No Failure,0.05
L48289,35.1,No Failure,0.16
L48290,52.5,No Failure,0
H30525,49.2,No Failure,0.16
M15972,55.6,No Failure,0.03
M15973,25.8,No Failure,0.03
H30528,37.4,No Failure,0.16
M15975,19.1,No Failure,0.02
L48296,37.5,No Failure,0.08
L48297,40.7,No Failure,0.03
L48298,41.8,No Failure,0.21
L48299,59.1,No Failure,0.05
H30534,31,No Failure,0.22
L48301,40.2,No Failure,0.14
L48302,38.5,No Failure,0.25
H30537,62.3,Power Failure,0.07
M15984,69,Power Failure,0.2
M15985,51.4,No Failure,0.04
L48306,30.8,No Failure,0.24
M15987,32.4,No Failure,0.28
M15988,25.2,No Failure,0.1
L48309,29.6,No Failure,0.11
L48310,46.5,No Failure,0.15
L48311,33.4,No Failure,0.22
L48312,61.4,No Failure,0.17
M15993,47.9,No Failure,0.22
M15994,50.7,No Failure,0.19
L48315,39.2,No Failure,0.15
L48316,38.1,No Failure,0.1
L48317,29.7,No Failure,0.04
L48318,41.6,No Failure,0.11
M15999,33.3,No Failure,0.13
M16000,44.8,No Failure,0.21
L48321,31.6,No Failure,0.13
L48322,43.9,No Failure,0.03
L48323,39.2,No Failure,0.01
L48324,69.1,Power Failure,0.04
L48325,33.3,No Failure,0.43
L48326,42.2,No Failure,0.11
M16007,25.6,No Failure,0.13
L48328,58,No Failure,0.15
L48329,38.5,No Failure,0.22
L48330,50,No Failure,0.07
L48331,47.7,No Failure,0.18
L48332,38.3,No Failure,0.08
H30567,45.6,No Failure,0.02
L48334,29.9,No Failure,0.1
H30569,27.3,No Failure,0.02
H30570,40.7,No Failure,0.26
L48337,37.2,No Failure,0.04
L48338,47.7,No Failure,0.21
L48339,35.6,No Failure,0
H30574,23.8,No Failure,0.04
L48341,61.2,Overstrain Failure,0.1
L48342,57.1,Overstrain Failure,0.21
L48343,47.1,No Failure,0.02
L48344,30.3,No Failure,0.13
L48345,34.6,No Failure,0.15
M16026,37.7,No Failure,0.14
L48347,52.5,Overstrain Failure,0.1
L48348,36.8,No Failure,0.29
L48349,43.7,No Failure,0.15
M16030,24.3,No Failure,0.16
H30585,41.4,No Failure,0.17
L48352,36.6,No Failure,0.1
H30587,38.8,No Failure,0.15
M16034,44.4,No Failure,0.15
M16035,37.8,No Failure,0.17
M16036,42,No Failure,0.09
M16037,39.4,No Failure,0.15
L48358,60.4,No Failure,0.12
L48359,43.4,No Failure,0.08
H30594,35.6,No Failure,1.16
L48361,52.1,No Failure,0.2
L48362,48.1,No Failure,0.06
L48363,40.5,No Failure,0.04
L48364,47.5,No Failure,0.25
L48365,46.5,No Failure,0.2
L48366,47.8,No Failure,0.1
M16047,38,No Failure,0.02
L48368,52.1,No Failure,0.05
M16049,27.5,No Failure,0.21
L48370,42.1,No Failure,0.03
M16051,28,No Failure,0
M16052,43.7,No Failure,0.05
L48373,50.8,No Failure,0.21
M16054,43.1,No Failure,0.15
M16055,47.9,No Failure,0.25
M16056,34.7,No Failure,0.2
M16057,47.6,No Failure,0.07
H30612,36.5,No Failure,0.14
M16059,20.4,No Failure,0.22
M16060,55.9,No Failure,0.03
L48381,41,No Failure,0.09
M16062,51.4,No Failure,0.13
H30617,47.6,No Failure,0.22
L48384,34.5,No Failure,0.23
L48385,54.5,No Failure,0
H30620,53.5,No Failure,0.12
M16067,34.9,No Failure,0.11
L48388,44.1,No Failure,0.12
H30623,13.3,No Failure,0.14
L48390,39,No Failure,0.1
H30625,46.9,No Failure,0.19
L48392,56.5,No Failure,0.09
M16073,38.9,No Failure,0.1
M16074,33,No Failure,0.15
L48395,28.4,No Failure,0.21
L48396,41,No Failure,0.1
L48397,43.5,No Failure,0.21
M16078,30.7,No Failure,0.21
M16079,41.8,No Failure,0.17
L48400,29.4,No Failure,0.17
M16081,46.4,Random Failures,0.05
L48402,59,No Failure,0.04
L48403,48.1,No Failure,0.14
L48404,25.7,No Failure,0.1
H30639,41.5,No Failure,0.04
L48406,42.5,No Failure,0.1
L48407,42.1,No Failure,0.12
M16088,38.2,No Failure,0.13
L48409,53.5,No Failure,0.39
M16090,23.5,No Failure,0.06
M16091,40.7,No Failure,0.27
L48412,37.1,No Failure,0.04
M16093,55.6,No Failure,0
H30648,14,No Failure,0.01
H30649,31.4,No Failure,0.04
H30650,46.6,No Failure,0.03
M16097,37.3,No Failure,0.26
M16098,32.6,No Failure,0.26
H30653,39.3,No Failure,0.04
L48420,31.3,No Failure,0.21
M16101,32.4,No Failure,0.12
L48422,44.4,No Failure,0.15
M16103,53.4,No Failure,0.13
L48424,28.4,No Failure,0.34
M16105,33.4,No Failure,0
H30660,33.3,No Failure,0.01
L48427,42.9,No Failure,0.11
L48428,40.2,No Failure,0.04
L48429,36.8,No Failure,1.13
L48430,36.1,No Failure,0.05
M16111,48.7,No Failure,0.08
L48432,41.5,No Failure,0.23
L48433,57.3,No Failure,0.17
H30668,49.4,No Failure,0.17
H30669,50.7,No Failure,0.04
M16116,37.7,No Failure,0.23
L48437,43,No Failure,0.11
L48438,50.4,No Failure,0.2
M16119,48.5,No Failure,0.02
L48440,33.8,No Failure,0.02
H30675,25.2,No Failure,0.05
H30676,33,No Failure,0
L48443,56.9,No Failure,0.12
M16124,15.7,No Failure,0.16
L48445,35.7,No Failure,0.04
L48446,34.8,No Failure,0.13
M16127,38.7,No Failure,0.04
L48448,45.8,No Failure,0.06
L48449,41.8,No Failure,0.27
M16130,65.9,No Failure,0.13
H30685,40.5,No Failure,0.06
H30686,38.1,No Failure,0.39
L48453,48.2,No Failure,0.14
H30688,40.2,No Failure,0.15
M16135,47.6,No Failure,0.14
M16136,34.4,No Failure,0.18
M16137,46.5,No Failure,0.12
L48458,52.9,No Failure,0.05
M16139,40.1,No Failure,0.02
H30694,37.1,No Failure,0.04
H30695,54.3,No Failure,0.2
L48462,36.1,No Failure,0.19
L48463,45.4,No Failure,0.2
L48464,15.3,Power Failure,0.07
M16145,41.7,No Failure,0.17
L48466,40.3,No Failure,0.28
L48467,41.5,No Failure,0.2
M16148,48.2,No Failure,0.02
M16149,32.2,No Failure,0.06
L48470,45.8,No Failure,0.1
M16151,28.4,No Failure,0.18
M16152,23.8,No Failure,0.09
H30707,33.4,No Failure,0.12
L48474,40.3,No Failure,0.15
L48475,54.3,No Failure,0.12
L48476,34.1,No Failure,0.33
L48477,42.4,No Failure,0.1
M16158,53.6,No Failure,0.06
M16159,40.2,No Failure,0.12
L48480,57,No Failure,0.15
L48481,32.8,No Failure,0.19
L48482,45.7,Random Failures,0.17
L48483,42.5,No Failure,0.1
L48484,19.6,No Failure,0.12
L48485,30.4,No Failure,0.04
L48486,41.4,No Failure,0.02
L48487,42.1,No Failure,0.1
L48488,25,No Failure,0.04
L48489,31.1,No Failure,0.21
L48490,50.2,No Failure,0.11
L48491,30.2,No Failure,0.28
L48492,42.6,No Failure,0.05
L48493,56.9,No Failure,0.35
M16174,34.5,No Failure,0.12
L48495,45,No Failure,0.07
L48496,36.7,No Failure,0.12
L48497,46.3,No Failure,0.13
M16178,33.3,No Failure,0.21
L48499,24.4,No Failure,0.19
M16180,38.1,No Failure,0.32
L48501,53,No Failure,0.1
H30736,49.9,No Failure,0.16
L48503,51.7,No Failure,0.01
M16184,74.5,Power Failure,0
H30739,36.8,No Failure,0
L48506,46.5,No Failure,0.01
L48507,26.8,No Failure,0.01
M16188,28.8,No Failure,0.13
H30743,30.4,No Failure,0.02
L48510,30.2,No Failure,0.02
H30745,26.8,No Failure,0.18
L48512,24,No Failure,0.13
M16193,35.4,No Failure,0.32
L48514,49.1,Overstrain Failure,0.28
L48515,53.8,Overstrain Failure,0.19
L48516,32.6,No Failure,0.02
H30751,36,No Failure,0.23
L48518,27.2,No Failure,0.13
M16199,31.5,No Failure,0.12
L48520,36.3,No Failure,0.11
M16201,50.5,No Failure,0.31
M16202,33,No Failure,0.09
L48523,32.7,No Failure,0.21
L48524,28.9,No Failure,0.19
L48525,26.1,No Failure,0.09
L48526,33.9,No Failure,0.11
L48527,27.3,No Failure,0.13
L48528,45.5,No Failure,0.13
L48529,45.9,No Failure,0.14
L48530,47.5,No Failure,0.03
L48531,43.7,No Failure,0.03
M16212,33.3,No Failure,0.09
M16213,48.1,No Failure,0.01
L48534,48,No Failure,0.18
M16215,35.5,No Failure,0.19
L48536,37.4,No Failure,0.02
L48537,45.7,No Failure,0.1
M16218,31.9,No Failure,0.19
L48539,50.3,No Failure,0.14
H30774,27.6,No Failure,0.02
M16221,41.9,No Failure,0
L48542,41.2,No Failure,0.13
L48543,54.6,No Failure,0.05
L48544,33.1,No Failure,0.03
L48545,33.5,No Failure,0.25
M16226,56.8,No Failure,0.32
M16227,37.5,No Failure,0.14
H30782,27.1,No Failure,0.13
M16229,41.5,No Failure,0.04
L48550,40,No Failure,0.11
M16231,38.7,No Failure,0.19
M16232,41.8,No Failure,0.05
M16233,59,No Failure,0.28
L48554,36.8,No Failure,0.1
M16235,37.1,No Failure,0.05
M16236,31.2,No Failure,0.17
L48557,46.7,No Failure,0.05
H30792,44.9,No Failure,0.18
L48559,34.8,No Failure,0.12
L48560,27.7,No Failure,0.05
M16241,35.7,No Failure,0.93
L48562,30.3,No Failure,0.05
M16243,49,No Failure,0.27
L48564,43.8,No Failure,0.06
M16245,36.1,No Failure,0.01
L48566,40,No Failure,0.16
L48567,26.1,No Failure,0.3
H30802,45.3,No Failure,0.09
L48569,42.8,No Failure,0.22
L48570,54.8,No Failure,0.1
L48571,8.8,Power Failure,0.09
M16252,46.6,No Failure,0.23
L48573,33.3,No Failure,0.03
L48574,44,No Failure,0.02
L48575,39.7,No Failure,0.06
L48576,39.2,No Failure,0.13
L48577,38.2,No Failure,0.26
L48578,46.6,No Failure,0.12
L48579,43.5,No Failure,0.05
H30814,62.7,No Failure,0.33
H30815,37.7,No Failure,0.02
M16262,56.8,No Failure,0.07
L48583,48,No Failure,0.11
M16264,40.6,No Failure,0.07
L48585,42.7,No Failure,0.21
L48586,48,No Failure,0.22
L48587,33.8,No Failure,0.13
L48588,48.9,No Failure,0.09
L48589,42.5,No Failure,0.13
M16270,53.2,No Failure,0.18
L48591,23.4,No Failure,0.15
M16272,53.2,No Failure,0.76
M16273,36.7,No Failure,0.23
M16274,42.1,No Failure,0.26
L48595,33,No Failure,0.09
M16276,18.2,No Failure,0.09
L48597,38.5,No Failure,0.26
L48598,47.4,No Failure,0.13
L48599,53.3,Overstrain Failure,0.05
M16280,35.2,No Failure,0.22
L48601,31.8,No Failure,0
L48602,35.5,No Failure,0.22
L48603,33.4,No Failure,0.06
L48604,46.8,No Failure,0.07
L48605,54,No Failure,0.15
M16286,34.6,No Failure,1.09
L48607,40.3,No Failure,0.01
L48608,33.7,No Failure,0
M16289,43.8,No Failure,0.01
L48610,49.3,No Failure,0.09
M16291,41.4,No Failure,0.11
L48612,42.8,No Failure,0.17
L48613,44,No Failure,0.13
M16294,49.6,No Failure,0.14
H30849,42.1,No Failure,0.09
H30850,44.2,No Failure,0.27
H30851,45.2,No Failure,0.03
L48618,39.1,No Failure,0.37
M16299,37,No Failure,0.09
M16300,27.7,No Failure,0.39
L48621,38.8,No Failure,0.14
M16302,38.5,No Failure,0.13
L48623,38.2,No Failure,0.18
L48624,37.9,No Failure,0.13
L48625,29.2,No Failure,0.02
M16306,35.8,No Failure,0.07
M16307,33.6,No Failure,0.13
M16308,31,No Failure,0.21
H30863,30.8,No Failure,0.04
M16310,39.9,No Failure,0.12
L48631,25.4,No Failure,0.09
L48632,34.4,No Failure,0.31
L48633,40.9,No Failure,0.14
L48634,46.9,No Failure,0.17
L48635,53,No Failure,0.18
L48636,43,No Failure,0.08
L48637,42.4,No Failure,0.11
L48638,54,No Failure,0.04
L48639,36.1,No Failure,0.06
L48640,47.8,No Failure,0.04
L48641,45.1,No Failure,0.01
L48642,27.6,No Failure,0.17
L48643,39.5,No Failure,0
L48644,46.3,No Failure,0.18
L48645,40.9,No Failure,0.21
L48646,50.5,No Failure,0.02
L48647,30.2,No Failure,0.11
M16328,44.9,No Failure,0.21
L48649,41.6,No Failure,0.11
L48650,42.6,No Failure,0.12
L48651,53.6,No Failure,0.05
M16332,44.5,No Failure,0.02
M16333,48.9,No Failure,0.05
M16334,61.9,No Failure,0.06
M16335,35.4,No Failure,0.09
L48656,28.3,No Failure,0.04
L48657,35.6,No Failure,0.11
L48658,35.8,No Failure,0.18
L48659,43.8,No Failure,0.17
M16340,18.7,No Failure,0.13
M16341,60.2,No Failure,0.06
M16342,52.5,No Failure,0.1
L48663,35.6,No Failure,0.24
M16344,39.2,No Failure,0.19
M16345,19.3,No Failure,0.17
M16346,34.6,No Failure,1.18
L48667,48.5,No Failure,0.19
L48668,36.3,No Failure,0.11
M16349,26.6,No Failure,0.11
L48670,43.8,No Failure,0.03
M16351,46.2,No Failure,0.18
M16352,58.5,Power Failure,0.09
L48673,44.9,No Failure,0.01
M16354,48.5,No Failure,0.16
H30909,44.6,No Failure,0.09
L48676,69.4,Power Failure,0.12
L48677,34.3,No Failure,0.11
L48678,27.2,No Failure,0.28
M16359,16.3,No Failure,0.09
M16360,17.4,No Failure,0.17
M16361,48.2,No Failure,0.11
L48682,48.2,No Failure,0.13
L48683,26.2,No Failure,0.12
L48684,47,No Failure,0.09
L48685,36.7,No Failure,0.07
L48686,33.7,No Failure,0.07
M16367,55.7,No Failure,0.12
M16368,37.3,No Failure,0.02
L48689,37.7,Tool Wear Failure,0.17
M16370,38.9,No Failure,0.13
L48691,30.3,No Failure,0.09
H30926,36.3,No Failure,0.04
L48693,32.9,No Failure,0.01
M16374,37.6,No Failure,0.02
M16375,35.5,No Failure,0.21
L48696,54,No Failure,0.17
M16377,38.8,No Failure,0.21
H30932,55.7,No Failure,1.02
M16379,38.5,No Failure,0.13
L48700,40.1,No Failure,0.05
M16381,34.3,No Failure,0.01
H30936,37.7,No Failure,0.11
L48703,36.9,No Failure,0.08
L48704,35.8,No Failure,0.1
L48705,13.8,No Failure,0.15
L48706,27.6,No Failure,0.1
H30941,44.5,No Failure,0.03
L48708,34,No Failure,0.25
L48709,36,No Failure,0.04
L48710,40.5,No Failure,0.1
H30945,41.4,No Failure,0.12
M16392,39.2,No Failure,0.02
M16393,51.4,No Failure,0.16
L48714,29.1,No Failure,0.1
L48715,36.1,No Failure,0.12
M16396,54.4,No Failure,0.13
M16397,39.6,No Failure,0.01
L48718,29.6,No Failure,0.16
M16399,46.4,No Failure,0.11
M16400,39.3,No Failure,0.14
L48721,15.1,No Failure,0.2
L48722,54.7,No Failure,0
L48723,34.9,No Failure,0.11
L48724,52.7,No Failure,0.04
M16405,38.8,No Failure,0.11
L48726,48.4,No Failure,0.04
L48727,55.5,No Failure,0.16
M16408,52.1,No Failure,0.07
L48729,29.5,No Failure,0.16
L48730,32.4,No Failure,0.22
L48731,40.1,No Failure,0.08
L48732,27.8,No Failure,0
L48733,59.1,No Failure,0.52
M16414,31.7,No Failure,0.08
L48735,42,No Failure,0.06
H30970,47.1,No Failure,0.01
L48737,30.6,No Failure,0.11
M16418,43.5,No Failure,0.12
L48739,41.8,No Failure,0.05
M16420,39.9,No Failure,0.02
